sample_date,lat,long,annual_precipitation_2017,mean_monthly_precip,std_monthly_precip
2018-12-20,45.93337585,22.72922449,,,
2018-12-19,44.77273911,28.19885488,,,
2018-12-19,44.78567174,28.33373863,,,
2018-12-19,45.86112369,23.31415124,,,
2018-12-19,44.7204723,28.18146242,,,
2018-12-18,45.37783065,27.90215325,,,
2018-12-17,45.59291307,22.83116171,,,
2018-12-17,45.88955448,23.66215374,,,
2018-12-15,45.9607984,23.3914774,,,
2018-12-14,45.93910612,26.15296623,,,
2018-12-14,45.96637006,26.2142416,,,
2018-12-14,45.1289444,28.58155612,,,
2018-12-14,45.25614939,28.17747838,,,
2018-12-14,46.02675928,26.17970137,,,
2018-12-14,45.53489947,22.55744594,,,
2018-12-13,46.24475882,22.09304155,,,
2018-12-13,46.14750266,26.11042602,,,
2018-12-13,45.85323768,25.99479461,,,
2018-12-13,45.84338366,25.93902395,,,
2018-12-13,44.04069183,24.09886923,,,
2018-12-13,46.45157305,22.03475539,,,
2018-12-13,46.33027318,21.98085092,,,
2018-12-13,46.42478295,21.94950341,,,
2018-12-13,46.09687125,26.2011706,,,
2018-12-13,45.77472721,25.78670384,,,
2018-12-13,46.05595937,26.1090529,,,
2018-12-12,45.39277763,21.4117129,,,
2018-12-12,45.24224979,21.45767984,,,
2018-12-12,46.05601819,21.50033244,,,
2018-12-12,46.16144807,21.36575221,,,
2018-12-12,46.0432809,25.7077107,,,
2018-12-12,46.02950472,25.67715448,,,
2018-12-11,46.38057031,25.78191198,,,
2018-12-11,44.05267033,24.40696359,,,
2018-12-11,44.03796288,24.25066392,,,
2018-12-11,46.27602906,25.24552925,,,
2018-12-11,46.23350622,25.28630735,,,
2018-12-11,44.77489119,27.00155297,,,
2018-12-11,45.28193522,21.2596505,,,
2018-12-11,46.26866207,25.29650757,,,
2018-12-11,46.19466121,25.30157739,,,
2018-12-11,46.26127086,25.34747331,,,
2018-12-11,46.33798358,25.44967172,,,
2018-12-10,46.32465086,22.19029847,,,
2018-12-10,47.25070173,25.34517361,,,
2018-12-10,44.62139117,23.8608688,,,
2018-12-10,45.25304225,26.88944087,,,
2018-12-10,46.46414583,26.55570079,,,
2018-12-10,46.30985618,22.16055712,,,
2018-12-09,46.8005505,26.63639931,,,
2018-12-09,46.11034237,20.98840888,,,
2018-12-09,46.18591311,21.13500694,,,
2018-12-09,46.340536,21.22000392,,,
2018-12-09,45.70034492,21.9186964,,,
2018-12-09,46.24076403,21.30393717,,,
2018-12-09,46.35693911,21.40761604,,,
2018-12-09,46.23030572,20.88203715,,,
2018-12-09,45.44203174,21.29269177,,,
2018-12-09,46.83644281,26.40535364,,,
2018-12-09,46.81656351,26.53374721,,,
2018-12-08,44.0529731,24.53424956,,,
2018-12-08,46.08076765,21.27008173,,,
2018-12-08,46.14225204,21.20447203,,,
2018-12-08,45.7396134,25.77633074,,,
2018-12-08,44.70046809,22.6751806,,,
2018-12-08,46.42397938,27.26610554,,,
2018-12-08,46.70658982,27.22555212,,,
2018-12-08,46.63172657,27.11991108,,,
2018-12-08,46.77348565,26.92412693,,,
2018-12-08,46.86900982,26.90148576,,,
2018-12-08,45.71444917,25.82156231,,,
2018-12-07,46.62144756,26.95513871,,,
2018-12-07,46.39949465,26.9633072,,,
2018-12-07,45.8280317,22.2340322,,,
2018-12-07,43.75308278,24.83733229,,,
2018-12-07,44.32929489,27.35485715,,,
2018-12-07,44.43658183,27.80266024,,,
2018-12-07,44.96345109,23.19901159,,,
2018-12-07,44.86855651,23.22775759,,,
2018-12-07,45.00685703,23.57059387,,,
2018-12-07,46.50649126,24.91270533,,,
2018-12-07,45.13630983,23.83560744,,,
2018-12-07,45.86329058,21.43301641,,,
2018-12-07,46.38358109,26.71733765,,,
2018-12-06,46.04900584,27.19631681,,,
2018-12-06,47.57720417,22.37970627,,,
2018-12-06,47.60961981,22.41460284,,,
2018-12-06,47.71587181,22.44057696,,,
2018-12-06,47.51504388,22.44553955,,,
2018-12-06,46.97534926,24.42986812,,,
2018-12-06,47.01065156,24.57407369,,,
2018-12-06,46.80638279,24.59697557,,,
2018-12-06,46.84159984,24.6068858,,,
2018-12-06,46.82030774,24.76159809,,,
2018-12-06,45.9652423,25.36749585,,,
2018-12-06,45.61669709,25.7401614,,,
2018-12-06,46.23409832,27.52429537,,,
2018-12-06,46.19973217,27.61974769,,,
2018-12-06,46.18271233,27.72097453,,,
2018-12-06,46.23528379,27.84586493,,,
2018-12-06,46.12300718,27.19383165,,,
2018-12-06,44.90961241,26.9653211,,,
2018-12-06,45.01981216,27.07796831,,,
2018-12-06,44.81100016,27.11679978,,,
2018-12-06,45.03006199,27.23791897,,,
2018-12-06,44.64324121,23.55849137,,,
2018-12-06,43.85860514,23.82576589,,,
2018-12-06,45.82356755,20.77376124,,,
2018-12-06,45.94556679,20.82427716,,,
2018-12-06,45.84608059,20.90840255,,,
2018-12-06,45.76607618,21.15224525,,,
2018-12-06,45.83182204,21.21793185,,,
2018-12-05,45.96067739,27.06129744,,,
2018-12-05,45.76076244,25.38760439,,,
2018-12-05,45.94168814,27.40060976,,,
2018-12-05,45.59512392,25.39259921,,,
2018-12-05,45.85449501,24.99312522,,,
2018-12-05,45.84349088,27.10313381,,,
2018-12-05,44.52075466,27.31140832,,,
2018-12-05,45.99740176,26.83399585,,,
2018-12-05,46.15196422,20.39510966,,,
2018-12-05,45.7865585,25.21079366,,,
2018-12-05,45.95359272,20.56517825,,,
2018-12-05,45.75868967,25.15027837,,,
2018-12-05,43.76605327,24.2330591,,,
2018-12-05,46.09874978,27.45250163,,,
2018-12-05,44.02720791,25.21506827,,,
2018-12-04,45.75990898,24.49395525,,,
2018-12-04,45.59247459,27.28668226,,,
2018-12-04,45.71802225,27.19509021,,,
2018-12-04,45.89003069,24.34516215,,,
2018-12-04,45.81453328,27.27934359,,,
2018-12-04,45.85361781,27.26554218,,,
2018-12-04,44.99242909,23.54122894,,,
2018-12-04,45.75457007,27.41879954,,,
2018-12-04,45.03600006,23.34544909,,,
2018-12-04,45.10190716,23.25814273,,,
2018-12-04,45.09167327,27.30981015,,,
2018-12-04,43.81995241,24.49986165,,,
2018-12-04,45.65050525,27.49058984,,,
2018-12-04,45.74676913,27.57525409,,,
2018-12-04,45.64260625,27.64674419,,,
2018-12-04,45.01489462,27.54675419,,,
2018-12-03,45.31349968,22.27358904,,,
2018-12-03,45.80667562,23.87688226,,,
2018-12-03,44.946114,27.73360019,,,
2018-12-03,45.49340137,27.43926039,,,
2018-12-03,44.00329344,25.61651499,,,
2018-12-03,45.55482364,27.51209359,,,
2018-12-02,44.04969363,25.55280907,,,
2018-12-02,43.9867316,25.48443609,,,
2018-12-02,45.90291515,23.27210872,,,
2018-12-02,46.30016876,23.8738921,,,
2018-12-01,45.8382051,21.66229523,,,
2018-12-01,44.17469793,23.64882599,,,
2018-12-01,44.68650934,23.64605903,,,
2018-11-30,45.73609965,21.43208432,,,
2018-11-30,45.74160473,21.38122512,,,
2018-11-30,45.75663291,21.41041208,,,
2018-11-30,46.92106597,22.54289356,,,
2018-11-30,44.94037128,24.07015098,,,
2018-11-29,44.39341495,24.05983497,,,
2018-11-28,45.76713948,21.64692314,,,
2018-11-28,45.75868074,21.72321054,,,
2018-11-28,46.82874782,23.16015774,,,
2018-11-27,45.68196036,21.75857687,,,
2018-11-27,43.90739573,23.17968878,,,
2018-11-26,46.71176398,22.3067804,,,
2018-11-26,44.42356285,23.83729409,,,
2018-11-25,47.61326242,26.24681542,,,
2018-11-25,43.98577173,23.83144161,,,
2018-11-25,47.93049458,25.96481868,,,
2018-11-25,47.80575887,26.30914493,,,
2018-11-25,47.65110882,22.9930331,,,
2018-11-25,43.99776816,24.01200725,,,
2018-11-25,44.03649224,23.99621067,,,
2018-11-25,47.56583579,22.94423127,,,
2018-11-24,47.55181721,23.21103841,,,
2018-11-24,46.36468477,25.13825966,,,
2018-11-24,47.27522176,22.62910085,,,
2018-11-24,44.09598797,23.55359516,,,
2018-11-24,46.34768736,25.00047776,,,
2018-11-24,44.44668245,23.66406166,,,
2018-11-23,46.51558545,25.23524809,,,
2018-11-23,46.38518323,25.2505978,,,
2018-11-23,46.70678237,25.55912458,,,
2018-11-23,47.43513747,22.50689746,,,
